,0
13345,
13346, int coruscantsenate chamrermain arenanight
13347,
13348,yoda unleashes a ferocious assault on palpatine causing him to almost go over the edge the dark lord drops his lightsaber but recovers with a blast of energy from his hands that surrounds yoda yoda is deflecting the sith lords lightning bolts
13349,
13350,the energy bolts begin to arc back on the emperor it looks as if the dark lord is doomed
13351,
13352,yoda destroy you i will just as master kenobi your apprentice will destroy
13353,
13354,yoda jumps to a lower senate pod palpatine reaches out with one hand and a senate pod is released from its mooring and heads toward the podium palpatine uses the force to hurl pod after pod at yoda who ducks and jumps from one flying pod to another
13355,
13356,yoda leaps away from the pods he uses the force to hold one pod suspended in the air the pod spins and yoda throws it back at palpatine who leaps away at the last moment
13357,
13358,yoda leaps after him but palpatine quickly turns and aims the full force of his energy bolts at the tiny green jedi catching him in midair and throwing him back hard against the podium the force causes yoda to drop his lightsaber yoda blocks the lightning and throws palpatine backwards off the podium yoda is knocked off the podium and falls several hundred feet to the base of the podium palpatine follows in his pod searching for yoda
13359,
13360, ext mustafarmain control center balconyday
13361,
13362,anakin forces obiwan down a narrow balcony outside the control room he rips objects off the wall and throws them at obiwan as he pushes him further and further along the walkway
13363,
13364,the balcony ends and obiwan is trapped he looks over the balcony and into a river of lava
13365,
13366,anakin cuts apiece of the balcony railing off along with a control panel
13367,alarms sound and a protective ray shield around the superstructure disappears it tumbles into the molten abyss disappearing in a puff of smoke a small pipe connects the control center to the main collection plant obiwan has no choice but to tightropewalk out across the lava river while fighting anakin
13368,
13369, ext mustafarmain control center balcony pipe across lava river main collection plantday
13370,
13371,anakin following obiwan jumps down onto the flexing pipe lands and resumes fighting
13372,
13373, int mustafarpipe across lava riverday
13374,
13375,obiwan and anakin work their way across the small pipe fighting ferociously as they go obiwan slips throws his lightsaber up in the air grabs on to the pipe swings around grabs on to an upper pipe retrieves his lightsaber and lands back on the original pipe they continue to fight across the pipe until they reach the main collection plant
13376,
13377, int coruscantsenate office buildingwiring chutenight
13378,
13379,yoda squishes his way through a mass of wires in a small chute he talks on his comlink
13380,
13381,yoda hurry careful timing we will need
13382,
13383,bail organa in speeder there arent many troops on this side activate your homing beacon when youre ready
13384,
13385, int coruscantsenate chambermain arenanight
13386,
13387,a senate pod with commander thire  and several other clone troopers climb up to where mas amedda and palpatine are waiting beneath the main podium twenty clone troopers search for yoda s body
13388,
13389,clone commander thire there is no sign of his body sir
13390,
13391,mas amedda then he is not dead
13392,
13393,palpatine double your search
13394,
13395,clone commander thire yes sir right away sir
13396,
13397,palpatine to mas amedda tell captain kagi to prepare my shuttle for immediate takeoff
13398,
13399,mas amedda yes master
13400,
13401,palpatine i sense lord vader is in danger
13402,
13403,palpatine walks into the arena hallway commander thire descends down to the floor of the arena where an intense search is taking place several curious senators rubberneck in scattered pods
13404,
13405, ext mustafarcollection panelsday
13406,
13407,obiwan and anakin battle on the top of the multispired collection panels jumping from one to the other at the end of the collection cluster a huge spray of lava covers the attachments that hold up the collectors the frame begins to melt its raining lava both anakin and obiwan run for cover under the collection cluster they continue to fight in the lava rain darting from cover to attack then quickly retreating to cover
13408,support for the entire structure begins to fall away and the collection cluster falls into the lava river the jedi continue their fight climbing to the highest point on the tower as the rest begins to melt away as it rides the swift current down the river
13409,
13410,it bends toward the lava as they get out toward the end the fighting gets fierce obiwan gets to the end and is trapped the tower slowly starts to sink under the lava
13411,
13412, ext coruscantsenate office buildingnight
13413,
13414,bail organa in his open cockpit speeder flies along next to the roof eave of the huge senate building he slows and moves closer to a long row of recessed lights suddenly yoda falls out of one of the light recesses and lands in the speeder bail guns it and heads away from the senate building
13415,
13416, int coruscantbail organas speedernight
13417,
13418,yoda straightens himself out
13419,
13420,yoda into exile i must go failed i have
13421,
13422,yoda and bail fly into the traffic of the city
13423,
13424, ext mustafarcollection panelsday
13425,
13426,obiwan realizes he is getting very close to the edge of the lava falls he grabs a rope and leaps from the collection arm anakin follows
13427,anakin and obiwan continue their sword fight hanging from cables as they swing past each other
13428,
13429, ext mustafarlanding platformnaboo skiffday
13430,
13431,cpo carefully lifts padme into his arms rd nervously looks on beeping
13432,
13433,cpo i am being careful ive got a good hold on her but    im worried about my back i hope its able to hold up under this weight
13434,
13435,cpo carries padme into the naboo skiff
13436,
13437, ext mustafarcollection panelsday
13438,
13439,from their cables anakin and obiwan both spot something that causes them to stop fighting the lava river ahead drops off in a tremendous lava fall
13440,
13441,snapping and metal groans are heard as the main part of the collector starts to break away and move toward the lava fall obiwan looks around and sees a small floating platform making its way toward the tower
13442,
13443,obiwan does a double hackflip and lands squarely on the floating platform he immediately leans to one side and moves away from the tower
13444,
13445,anakin realizes he is doomed as the entire tower heads for the falls in the distance he sees some construction droids he swings back to the tower climbs up and makes a running leap and miraculously lands on a worker droid the droid is confused and chatters to his coworker the giant collector goes over the lava flow and disappears in the mist of sparks below
13446,
13447,obiwan heads for the bank of the lava river but anakins droid is faster he catches up with his old master
13448,
13449,obiwan and anakin continue the swordfight they battle away balancing on the tiny platform and puzzled droid anakin standing on the droid approaches obiwan on the work platform
13450,
13451,obiwan i have failed you anakin i was never able to teach you to think
13452,
13453,anakin and obiwan confront each other on the lava river
13454,
13455,anakin i should have known the jedi were plotting to take over   
13456,
13457,obiwan from the sith anakin chancellor palpatine is evil
13458,
13459,anakin from the jedi point of view from my point of view the jedi are evil
13460,
13461,obiwan well then you are lost
13462,
13463,anakin this is the end for you my master i wish it were otherwise
13464,
13465,anakin jumps and flips onto obi wans platform the fighting continues again until obiwan jumps toward the safety of the black sandy edge of the lava river he yells at anakin
13466,
13467,obiwan its over anakin i have the high ground
13468,
13469,anakin you underestimate my power
13470,
13471,obiwan dont try it
13472,
13473,anakin follows and obiwan cuts his young apprentice at the knees then cuts off his left arm in the blink of an eye anakin tumbles down the embankment and rolls to a stop near the edge of the lava
13474,
13475,anakin struggles to pull himself up the embankment with his mechanical hand his thin leather glove has been burned off he keeps sliding down in the black sand
13476,
13477,obiwan continuing    you were the chosen one it was said that you would destroy the sith not join them it was you who would bring balance to the force not leave it in darkness
13478,
13479,obiwan picks up anakins light saber and begins to walk away he stops and looks back
13480,
13481,anakin i hate you
13482,
13483,obiwan you were my brother anakin i loved you
13484,
13485,anakins clothing blows into the lava river and ignites suddenly anakin bursts into flames and starts screaming
13486,
13487, int mustafarvolcano edgeday
13488,
13489,obiwan looks in horror as anakin becomes engulfed in flames obiwan cant watch him as he struggles to climb the embankment covered in flames
13490,
13491,he runs back to padmes ship as anakin drops smoldering near the top of the lava pit
13492,
13493, ext mustafarlanding platformnaboo skiffday
13494,
13495,obiwan makes his way to the skiff he looks for padme threepio sticks his head out the door of the skiff
13496,
13497,cpo master kenobi we have miss padme on board please please hurry we should leave this dreadful place
13498,
13499,obiwan runs on board the naboo skiff
13500,
13501, ext mustafarlanding platformnaboo skiffday
13502,
13503,padme lies on a cot or bed inside the ship obiwan walks over and checks on her
13504,
13505,padme obiwan is anakin all right
13506,
13507,obiwan looks at her sadly and does not answer he brushes her hair back padme drops back into unconsciousness artoo watches over her
13508,obiwan rides in the copilots station he sits looking pensive threepio drives
13509,
13510, ext mustafarvolcano edgeday
13511,
13512,anakin crawls up the bank his body smoking a shuttle flies overhead and lands
13513,
13514, ext mustafarlanding platformimperial shuttleday
13515,
13516,an imperial shuttle closes its wings and settles on the highest of the mustafar landing platforms a platoon of clone troopers exits the craft followed by darth sidious
13517,
13518, int mustafarvolcano pitday
13519,
13520,darth sidious walks in front of the clone troopers on his way to get to anakin at the edge of the lava pit
13521,
13522, ext mustafarvolcano pitday
13523,
13524,darth sidious discovers what remains of anakin and checks him out he turns to the clones
13525,
13526,darth sidious anakin anakin there he is hes still alive get a medical capsule immediately
13527,
13528,clone captain yes sir right away
13529,
13530,several of the clones rush off as darth sidlous puts his hand on anakins forehead
13531,
13532, int polis massaobservation domenight
13533,
13534,on the isolated asteroid of polis massa yoda meditates
13535,
13536,yoda failed to stop the sith lord i have still much to learn there is 
13537,
13538,qui gon vo patience you will have time i did not when i became one with the force i made a great discovery with my training you will be able to merge with the force at will your physical self will fade away but you will still retain your consciousness you will become more powerful than any sith
13539,
13540,yoda eternal consciousness
13541,
13542,quigon vo the ability to defy oblivion can be achieved but only for oneself it was accomplished by a shaman of the whills it is a state acquired through compassion not greed
13543,
13544,yoda    to become one with the force and influence still have    a power greater than all it is
13545,
13546,quigon vo you will learn to let go of everything no attachment no thought of self no physical self
13547,
13548,yoda a great jedi master you have become quigon jinn your apprentice i gratefully become
13549,
13550,yoda thinks about this for a minute then bail organa enters the room and breaks his meditation
13551,
13552,bail organa excuse me master yoda obiwan kenobi has made contact
13553,
13554, ext mustafarlanding platformday
13555,
13556,the clones have placed anakin in a medical capsule they float the wounded sith lord into the belly of the imperial cruiser darth sidious follows the capsule into the ship the ship takes off
13557,
13558, ext polis massalanding platformnight
13559,
13560,obiwan lands the naboo cruiser on the landing platform of the isolated post of polis massa yoda and bail organa along with a few ground crew are waiting as the ramp lowers and obiwan emerges carrying the unconscious padme in his arms followed by artoo and threepio
13561,
13562,bail organa well take her to the medical center quickly
13563,
13564, ext landing platformcoruscantimperial rehab centerday
13565,
13566,the shuttle lands darth sidious and clone troopers leave the shuttle anakins body is carried along in a floating medical capsule
13567,
13568, int polis massamedical centernight
13569,
13570,polis medics work on padme in an operating theater obiwan and one of the medical droids enter an observation room where bail and yoda are waiting
13571,
13572,medical droid medically she is completely healthy for reasons we cant explain we are losing her
13573,
13574,obiwan shes dying
13575,
13576,medical droid we dont know why she has lost the will to live we need to operate quickly if we are to save the babies
13577,
13578,bail organa babies
13579,
13580,medical droid shes carrying twins
13581,
13582,yoda save them we must they are our last hope
13583,
13584,the medical droid rushes back to the operating room artoo and threepio watch greatly puzzled artoo beeps
13585,
13586,cpo it s some kind of reproductive process i think
13587,
13588, int coruscantimperial rehab centerday
13589,
13590,anakin in the medical capsule is lifted onto a table in the rehab center droids go to work on him anakin has new legs and a new arm
13591,
13592, int polis massamedical centernight
13593,
13594,the twins are being delivered as bail organa yoda artoo and threepio watch obiwan is in the operating theater with padme he takes her hand
13595,
13596,obiwan dont give up padme
13597,
13598,padme winces from the pain the medical droid is holding the baby
13599,
13600,medical droid its a boy
13601,
13602,padme luke   
13603,
13604,padme can only offer up a faint smile she struggles to touch the baby on the forehead
13605,
13606,medical droid  and a girl
13607,
13608,padme    leia
13609,
13610,rd threepio and bail organa watch from an adjoining space
13611,
13612, int coruscantimperial rehab centerday
13613,
13614,vader dressed in his black body armor lies on the table nose plugs are inserted and the mask drops from above sealing tightly the helmet is fitted and vader begins breathing
13615,
13616, int polis massamedical centernight
13617,
13618,obi wan leans over padme and softly speaks to her
13619,
13620,obiwan you have twins padme they need you    hang on
13621,
13622,padme i cant   
13623,
13624,padme winces again and takes obiwans hand she is holding anakins japor snippet
13625,
13626,obiwan save your energy
13627,
13628,padme obiwan    there    is good in him i know there is  still   
13629,
13630,a last gasp and she dies obiwan studies the necklace
13631,
13632, int coruscantimperial rehab centerday
13633,
13634,darth sidious hovers around the periphery of a group of medical droids who are working on anakin darth sidious paces in the foreground a droid approaches the dark lord
13635,
13636,medical droid my lord the construction is finished  he lives
13637,
13638,darth sidious good good
13639,
13640,the droid moves back to the table where darth vader lies the table begins to move upright darth sidious moves in next to darth vader
13641,
13642,darth sidious continuing lord vader can you hear me
13643,
13644,darth vader with his dark mask and helmet moves up into the frame until he is in a closeup
13645,
13646,darth vader yes my master
13647,
13648,darth vader looks around the room
13649,
13650,darth vader continuing where is padme is she safe is she all right
13651,
13652,darth sidious moves closer to the half droidhalf man
13653,
13654,darth sidious im afraid she died  it seems in your anger you killed her
13655,
13656,a low groan emanates from vaders mask suddenly everything in the room begins to implode including some of the droids
13657,
13658,darth vader i couldnt have she was alive i felt her she was alive its impossible no
13659,
13660,vader screams breaks his bonds to the table and steps forward waving his hands causing objects to fly around the room sidious deflects the objects but some of the droids arent so lucky vaders painful screams echo throughout the center
13661,
13662, ext nabooalderaan starcruiser
13663,
13664,bail organas starcruiser approaches the city of theed
13665,
13666, int alderaan cruiserconference room
13667,
13668,bail organa yoda and obiwan sit around a conference table
13669,
13670,yoda pregnant she must still appear hidden safe the children must be kept
13671,
13672,obiwan we must take them somewhere the sith will not sense their presence
13673,
13674,yoda split up they should be
13675,
13676,bail organa my wife and i will take the girl weve always talked of adopting a baby girl she will be loved with us
13677,
13678,obiwan and what of the boy
13679,
13680,yoda to tatooine to his family send him
13681,
13682,obiwan i will take the child and watch over him master yoda do you think anakins twins will be able to defeat darth sidious
13683,
13684,yoda strong the force runs in the skywalker line hope we can    done it is until the time is right disappear we will
13685,
13686,bail leaves the conference room yoda stops obiwan
13687,
13688,yoda continuing master kenobi wait a moment in your solitude on tatooine training i have for you
13689,
13690,obiwan training
13691,
13692,yoda an old friend has learned the path to immortality
13693,
13694,obiwan who
13695,
13696,yoda one who has returned from the netherworld of the force to train me    your old master quigon jinn
13697,
13698,obiwan quigon but how could he accomplish this
13699,
13700,yoda the secret of the ancient order of the whills he studied how to commune with him i will teach you
13701,
13702,obiwan i will be able to talk with him
13703,
13704,yoda how to join the force he will train you your consciousness you will retain when one with the force even your physical self perhaps
13705,
13706, int alderaan starcruiserhallway space
13707,
13708,bail organa followed by artoo and threepio approaches captain antilles and two crew members
13709,
13710,bail organa captain antilles
13711,
13712,captain antilles yes your highness
13713,
13714,bail organa im placing these droids in your care treat them well clean them up have the protocol droids mind wiped
13715,
13716,cpo oh no
13717,
13718, ext naboomain squaredawn
13719,
13720,sio bibble walks with other mourners
13721,large crowds line the street as a flowered covered coffin is drawn by six beautiful white beasts soldiers and family
13722,ato dignitaries follow the casket
13723,padmes hand clutches the japor snippet
13724,
13725, ext dagobahday
13726,
13727,a small escape pod hurls toward the swamp planet and disappears in the mist the pod has landed and yoda descends the ramp surveying the unfamiliar terrain
13728,
13729, ext imperial star destroyerspace
13730,
13731,a star destroyer is surrounded by attack cruisers on the bridge of the star destroyer stands the emperor and governor
13732,tarkin
13733,
13734,darth vader walks along the bridge to join the emperor and governor tarkin the camera pans to reveal the huge frame
13735,structure which is the beginning of the death star
13736,
13737, ext alderaanstarcruiserspace
13738,
13739,the ship approaches the surface of alderaan
13740,
13741, ext alderaanlate afternoon
13742,
13743,the queen of alderaan sits on a balcony looking out over the awesome mountains of alderaan bail organa brings a small baby to her she takes her and rocks her
13744,
13745, ext tatooinesunset
13746,
13747,obiwan rides up to the moisture farm homestead on an eopie he dismounts takes the baby out of a papoose on his back and walks toward aunt beru who walks over to greet him they talk for a moment and obiwan turns the baby over to the young homesteader aunt beru walks to uncle owen who is standing on the ridge near the homestead obiwan leaves as owen beru and the baby watch the twin suns set
13748,
13749,character dialogue
13750, threepio did you hear that  theyve shut down the main reactor  well be destroyed for sure  this is madness
13751, threepio were doomed
13752, threepio therell be no escape for the princess this time
13753, threepio whats that
13754, threepio i should have known better than to trust the logic of a halfsized thermocapsulary dehousing assister
13755, luke hurry up  come with me  what are you waiting for  get in gear
13756, threepio artoo artoodetoo where are you
13757, threepio at last  where have you been
13758, threepio theyre heading in this direction what are we going to do  well be sent to the spice mines of kessel or smashed into who knows what
13759, threepio wait a minute where are you going
13760, imperial officer the death star plans are not in the main computer
13761, vader where are those transmissions you intercepted
13762, rebel officer we intercepted no transmissions aaah  this is a consular ship were on a diplomatic mission
13763, vader if this is a consular ship where is the ambassador
13764, vader commander tear this ship apart until youve found those plans and bring me the ambassador  i want her alive
13765, trooper there she is set for stun
13766, trooper shell be all right inform lord vader we have a prisoner
13767, threepio hey youre not permitted in there  its restricted youll be deactivated for sure
13768, threepio dont call me a mindless philosopher you overweight glob of grease  now come out before somebody sees you
13769, threepio secret mission  what plans  what are you talking about  im not getting in there
13770, threepio im going to regret this
13771, chief pilot there goes another one
13772, captain hold your fire  there are no life forms  it must have been shortcircuited
13773, threepio thats funny the damage doesnt look as bad from out here
13774, threepio are you sure this things safe
13775, woman ive told you kids to slow down
13776, fixer did i hear a young noise blast through here
13777, camie it was just wormie on another rampage
13778, luke shape it up you guys  biggs
13779, luke i didnt know you were back  when did you get in
13780, biggs just now  i wanted to surprise you hot shot  i thought youd be here certainly didnt expect you to be out working 
13781, luke the academy didnt change you much but youre back so soon  hey what happened didnt you get your commission
13782, biggs of course i got it  signed aboard the rand ecliptic last week  first mate biggs darklighter at your service i just came back to say goodbye to all you unfortunate landlocked simpletons
13783, luke i almost forgot  theres a battle going on  right here in our system  come and look
13784, deak not again  forget it
13785, luke there they are
13786, biggs thats no battle hot shot theyre just sitting there  probably a freightertanker refueling
13787, luke but there was a lot of firing earlier
13788, luke hey easy with those
13789, camie dont worry about it wormie
13790, fixer i keep telling you the rebellion is a long way from here  i doubt if the empire would even fight to keep this system  believe me luke this planet is a big hunk of nothing
13791, leia lord vader i should have known  only you could be so bold  the imperial senate will not sit stillfor this when they hear youve attacked a diplomatic
13792, vader dont play games with me your highness  you werent on any mercy mission this time  you passed directly through a restricted system  several transmissions were beamed to this ship by rebel spies  i want to know what happened to the plans they sent you
13793, leia i dont know what youre talking about  im a member of the imperial senate on a diplomatic mission to alderaan
13794, vader youre a part of the rebel alliance and a traitor  take her away
13795, commander holding her is dangerous  if word of this gets out it could generate sympathy for the rebellion in the senate
13796, vader i have traced the rebel spies to her  now she is my only link to find their secret base
13797, commander you anything
13798, vader leave that to me  send a distress signal and then inform the senate that all aboard were killed
13799, second officer lord vader the battle station plans are not aboard this ship  and no transmissions were made  an escape pod was jettisoned during the fighting but no life forms were aboard
13800, vader she must have hidden the plans in the escape pod  send a detachment down to retrieve them  see to it personally commander  therell be no one to stop us this time
13801, commander yes sir
13802, threepio how did i get into this mess  i really dont know how  we seem to be made to suffer  its our lot in life
13803, threepio ive got to rest before i fall apart  my joints are almost frozen 
13804, threepio what a desolate place this is
13805, threepio where are you going
13806, threepio well im not going that way  its much too rocky  this way is much easier
13807, threepio what makes you think there are settlements over there
13808, threepio dont get technical with me
13809, threepio what mission  what are you talking about  ive had just about enough of you  go that way  youll be malfunctioning within a day you nearsighted scrap pile
13810, threepio and dont let me catch you following me begging for help because you wont get it
13811, threepio no more adventures  im not going that way
13812, threepio that malfunctioning little twerp  this is all his fault  he tricked me into going this way but hell do no better
13813, threepio wait whats that  a transport  im saved
13814, threepio over here  help  please help
13815, luke  so i cut off my power shut down the afterburners and came in low on deaks trail  i was so close i thought i was going to fry my instruments as it was i busted up the skyhopper pretty bad  uncle owen was pretty upset  he grounded me for the rest of the season  you should have been there it was fantastic
13816, biggs you ought to take it a little easy luke  you may be the hottest bushpilot this side of mos eisley but those little skyhoppers are dangerous  keep it up and one day whammo youre going to be nothing more than a dark spot on the down side of a canyon wall
13817, luke look whos talking  now that youve been around those giant starships youre beginning to sound like my uncle youve gotten soft in the city
13818, biggs ive missed you kid
13819, luke well things havent been the same since you left biggs  its been soquiet
13820, biggs luke i didnt come back just to say goodbye  i shouldnt tell you this but youre the only one i can trust and if i dont come back i want somebody to know
13821, luke what are you talking about
13822, biggs i made some friends at the academy  when our frigate goes to one of the central systems were going to jump ship and join the alliance
13823, luke join the rebellion  are you kidding  how
13824, biggs quiet down will ya  you got a mouth bigger than a meteor crater
13825, luke im sorry  im quiet listen how quiet i am  you can barely hear me
13826, biggs my friend has a friend on bestine who might help us make contact
13827, luke around forever trying to find them
13828, biggs i know its a long shot but if i dont find them ill do what i can on my own  its what we always talked about  luke im not going to wait for the empire to draft me into service  the rebellion is spreading and i want to be on the right side  the side i believe in 
13829, luke and im stuck here
13830, biggs i thought you were going to the academy next term  youll get your chance to get off this rock
13831, luke not likely  i had to cancel my application  there has been a lot of unrest among the sand people since you left theyve even raided the outskirts of anchorhead
13832, biggs your uncle could hold off a whole colony of sand people with one blaster
13833, luke i know but hes got enough vaporators going to make the place pay off  he needs me for just one more season  i cant leave him now
13834, biggs i feel for you luke youre going to have to learn what seems to be important or what really is important  what good is all your uncles work if its taken over by the empire  you know theyre starting to nationalize commerce in the central systemsit wont be long before your uncle is merely a tenant slaving for the greater glory of the empire
13835, luke it couldnt happen here  you said it yourself  the empire wont bother with this rock
13836, biggs things always change
13837, luke i wish i was going  are you going to be around long 
13838, biggs no im leaving in the morning
13839, luke then i guess i wont see you
13840, biggs maybe someday  ill keep a lookout
13841, luke well ill be at the academy next season after that who knows  i wont be drafted into the imperial starfleet thats for sure  take care of yourself youll always be the best friend ive got
13842, biggs so long luke
13843, threepio artoodetoo  its you  its you
13844, first trooper someone was in the pod  the tracks go off in this direction 
13845, second trooper look sir  droids
13846, threepio wake up  wake up
13847, threepio were doomed
13848, threepio do you think theyll melt us down
13849, threepio dont shoot  dont shoot  will this never end
13850, beru luke tell owen that if he gets a translator to be sure it speaks bocce
13851, luke it looks like we dont have much of a choice but ill remind him
13852, owen i have no need for a protocol droid
13853, threepio sir  not in an environment such as this  thats why ive also been programmed for over thirty secondary functions that
13854, owen what i really need is a droid that understands the binary languages of moisture vaporators
13855, threepio vaporators  sir  my first job was programming binary load lifters very similar to your vaporators  you could say
13856, owen do you speak bocce
13857, threepio of course i can sir  its like a second language for me  im as fluent in bocce
13858, owen all right shut up ill take this one
13859, threepio shutting up sir
13860, owen luke take these two over to the garage will you  i want you to have both of them cleaned up before dinner
13861, luke but i was going into toshi station to pick up some power converters
13862, owen you can waste time with your friends when your chores are done  now come on get to it
13863, luke all right come on  and the red one come on  well come on red lets go
13864, luke uncle owen
13865, owen yeah
13866, luke this r unit has a bad motivator  look
13867, owen hey whatre you trying to push on us
13868, threepio excuse me sir but that r unit is in prime condition  a real bargain
13869, luke uncle owen
13870, owen yeah
13871, luke what about that one
13872, owen what about that blue one  well take that one
13873, luke yeah take it away
13874, threepio uh im quite sure youll be very pleased with that one sir  he really is in firstclass condition  ive worked with him before  here he comes
13875, luke okay lets go
13876, threepio now dont forget this  why i should stick my neck out for you is quite beyond my capacity
13877, threepio thank the maker  this oil bath is going to feel so good  ive got such a bad case of dust contamination i can barely move
13878, luke it just isnt fair  oh biggs is right  im never gonna get out of here
13879, threepio is there anything i might do to help 
13880, luke well not unless you can alter time speed up the harvest or teleport me off this rock
13881, threepio i dont think so sir  im only a droid and not very knowledgeable about such things  not on this planet anyways  as a matter of fact im not even sure which planet im on
13882, luke well if theres a bright center to the universe youre on the planet that its farthest from
13883, threepio i see sir
13884, luke uh you can call me luke
13885, threepio i see sir luke
13886, luke just luke
13887, threepio and i am seethreepio humancyborg relations and this is my counterpart artoodetoo
13888, luke hello
13889, luke you got a lot of carbon scoring here  it looks like you boys have seen a lot of action
13890, threepio with all weve been through sometimes im amazed were in as good condition as we are what with the rebellion and all
13891, luke you know of the rebellion against the empire
13892, threepio thats how we came to be in your service if you take my meaning sir
13893, luke have you been in many battles
13894, threepio several i think  actually theres not much to tell  im not much more than an interpreter and not very good at telling stories  well not at making them interesting anyways
13895, luke well my little friend youve got something jammed in here real good  were you on a starcruiser or
13896, leia help me obiwan kenobi  youremy only hope
13897, luke whats this
13898, threepio what is what  he asked you a questionwhat is that
13899, leia help me obiwan kenobi  youre my only hope  help me obiwan kenobi  youre my only hope
13900, threepio oh he says its nothing sir  merely a malfunction  old data  pay it no mind
13901, luke who is she  shes beautiful
13902, threepio im afraid im not quite sure sir
13903, leia help me obiwan kenobi
13904, threepio i think she was a passenger on our last voyage  a person of some importance sir  i believe  our captain was attached to
13905, luke is there more to this recording
13906, threepio behave yourself artoo  youre going to get us in trouble  its all right you can trust him  hes our new master
13907, threepio he says hes the property of obiwan kenobi a resident of these parts  and its a private message for him  quite frankly sir i dont know what hes talking about  our last master was captain antilles but with what weve been through this little r unit has become a bit eccentric
13908, luke obiwan kenobi  i wonder if he means old ben kenobi
13909, threepio i beg your pardon sir but do you know what hes talking about
13910, luke well i dont know anyone named obiwan but old ben lives out beyond the dune sea  hes kind of a strange old hermit
13911, luke i wonder who she is  it sounds like shes in trouble  id better play back the whole thing
13912, threepio he says the restraining bolt has short circuited his recording system  he suggests that if you remove the bolt he might be able to play back the entire recording
13913, luke hm  oh yeah well i guess youre too small to run away on me if i take this off  okay
13914, luke there you go
13915, luke well wait a minute  whered she go  bring her back  play back the entire message
13916, threepio been playing  the one youre carrying inside your rusty innards 
13917, aunt beru luke  luke  come to dinner
13918, luke all right ill be right there aunt beru
13919, threepio im sorry sir but he appears to have picked up a slight flutter
13920, luke well see what you can do with him  ill be right back
13921, threepio just you reconsider playing that message for him
13922, threepio no i dont think he likes you at all
13923, threepio no i dont like you either
13924, luke you know i think that r unit we bought might have been stolen
13925, owen what makes you think that
13926, luke well i stumbled across a recording while i was cleaning him  he says he belongs to someone called obiwan kenobi
13927, luke i thought he might have meant ben  do you know what hes talking about  well i wonder if hes related to ben
13928, owen that old mans just a crazy wizard  tomorrow i want you to take that r unit into anchorhead and have its memory flushed  thatll be the end of it  it belongs to us now
13929, luke but what if this obiwan comes looking for him
13930, owen he wont i dont think he exists any more  he died about the same time as your father
13931, luke he knew my father
13932, owen i told you to forget it  your only concern is to prepare the new droids for tomorrow  in the morning i want them on the south ridge working out those condensers
13933, luke yes sir  i think those new droids are going to work out fine  in fact i uh was also thinking about our agreement about my staying on another season  and if these new droids do work out i want to transmit my application to the academy this year
13934, owen you mean the next semester before harvest
13935, luke sure therere more than enough droids
13936, owen harvest is when i need you the most  only one more season  this year well make enough on the harvest so ill be able to hire some more hands  and then you can go to the academy next year
13937, owen you must understand i need you here luke
13938, luke but its a whole nother year
13939, owen look its only one more season
13940, luke yeah thats what you said last year when biggs and tank left
13941, aunt beru where are you going
13942, luke it looks like im going nowhere  i have to finish cleaning those droids
13943, aunt beru owen he cant stay here forever  most of his friends have gone  it means so much to him
13944, owen ill make it up to him next year  i promise
13945, aunt beru lukes just not a farmer owen  he has too much of his father in him
13946, owen thats what im afraid of
13947, luke what are you doing hiding there
13948, threepio it wasnt my fault sir  please dont deactivate me  i told him not to go but hes faulty malfunctioning kept babbling on about his mission
13949, luke oh no
13950, threepio that r unit has always been a problem  these astrodroids are getting quite out of hand  even i cant understand their logic at times 
13951, luke how could i be so stupid  hes nowhere in sight  blast it
13952, threepio pardon me sir but couldnt we go after him
13953, luke its too dangerous with all the sand people around  well have to wait until morning
13954, owen luke im shutting the power down for the night
13955, luke all right ill be there in a few minutes  boy am i gonna get it
13956, luke you know that little droid is going to cause me a lot of trouble
13957, threepio oh he excels at that sir
13958, owen luke  luke  luke  where could he be loafing now
13959, owen have you seen luke this morning
13960, aunt beru he said he had some things to do before he started today so he left early
13961, owen uh  did he take those two new droids with him
13962, aunt beru i think so
13963, owen well hed better have those units in the south range repaired bemidday or therell be hell to pay
13964, luke hows that
13965, luke old ben kenobi lives out in this direction somewhere but i dont see how that r unit could have come this far  we must have missed him  uncle owen isnt going to take this very well
13966, threepio sir would it help if you told him it was my fault
13967, luke sure  he needs you  hed probably only deactivate you for a day or so
13968, threepio deactivate  well on the other hand if you hadnt removed his restraining bolt
13969, luke wait theres something dead ahead on the scanner  it looks like our droid hit the accelerator
13970, luke hey whoa just where do you think youre going
13971, threepio master luke here is your rightful owner  well have no more of this obiwan kenobi jibberish and dont talk to me of your mission either  youre fortunate he doesnt blast you into a million pieces right here
13972, luke well come on its getting late  i only hope we can get back before uncle owen really blows up
13973, threepio if you dont mind my saying so sir i think you should deactivate the little fugitive until youve gotten him back to your workshop
13974, luke no hes not going to try anything
13975, luke whats wrong with him now
13976, threepio oh my sir he says there are several creatures approaching from the southeast
13977, luke sand people  or worse  come on lets have a look  come on
13978, luke there are two banthas down there but i dont see any wait a second theyre sand people all right  i can see one of them now
13979, ben hello there  come here my little friend  dont be afraid
13980, ben dont worry hell be all right
13981, luke what happened
13982, ben rest easy son youve had a busy day  youre fortunate youre still in one piece
13983, luke ben  ben kenobi  boy am i glad to see you 
